Sale Date,ISBN,Discount,ItemID,OrderID,Quantity
8/5/2193,989-28-79-13801-1,,107235-35-1634,107235-27157,60
8/5/2193,989-28-79-23023-4,,107235-62-5161,107235-27157,98
8/5/2193,989-28-79-74374-1,,107235-8-2133,107235-27158,87
8/5/2193,989-28-79-23023-4,,107235-85-3592,107235-27158,81
8/5/2193,989-28-79-74374-1,,107235-34-3740,107235-27159,70
8/5/2193,989-28-79-91028-0,,107235-64-9107,107235-27159,19
8/5/2193,989-28-79-26824-4,,107235-90-893,107235-27160,92
8/5/2193,989-28-79-13801-1,,107235-99-705,107235-27160,90
8/5/2193,989-28-3705-222-9,,107235-4-9792,107235-27161,41
8/5/2193,989-28-3705-492-6,,107235-65-4552,107235-27161,59
8/5/2193,989-28-79-68089-3,0.05,107235-66-4443,107235-27162,91
8/5/2193,989-28-3705-007-2,,107235-23-7976,107235-27162,13
8/5/2193,989-28-3705-007-2,,107235-30-5293,107235-27162,92
8/5/2193,989-28-79-30536-9,,107235-58-5775,107235-27163,89
8/5/2193,989-28-79-64693-6,,107235-68-1741,107235-27163,16
8/5/2193,989-28-654-8573-0,,107235-70-4215,107235-27164,98
8/5/2193,989-28-79-68089-3,0.05,107235-68-714,107235-27165,28
8/5/2193,989-28-79-13801-1,,107235-76-753,107235-27165,21
8/5/2193,989-28-79-69807-2,,107235-79-1733,107235-27165,53
8/5/2193,989-28-79-05670-4,,107235-14-2057,107235-27166,46
8/5/2193,989-28-79-16826-1,,107235-76-3322,107235-27166,90
8/5/2193,989-28-79-74374-1,,107235-78-784,107235-27166,97
8/5/2193,989-28-79-69807-2,,107235-90-2129,107235-27166,52
8/5/2193,989-28-3705-583-1,,107235-31-9542,107235-27167,53
8/5/2193,989-28-3705-007-2,,107235-46-7869,107235-27167,45
8/5/2193,989-28-3705-649-4,,107235-90-2372,107235-27167,35
8/5/2193,989-28-654-5018-9,0.15,107235-1-4631,107261-27164,51
8/6/2193,989-28-654-5018-9,0.15,107236-1-9061,107235-27220,33
8/6/2193,989-28-3705-649-4,,107236-95-1322,107236-27168,13
8/6/2193,989-28-3705-987-7,,107236-75-2337,107236-27169,77
8/6/2193,989-28-3705-007-2,,107236-10-5107,107236-27170,69
8/6/2193,989-28-3705-007-2,,107236-73-4040,107236-27171,89
8/6/2193,989-28-3705-987-7,,107236-86-1438,107236-27172,80
8/6/2193,989-28-3705-987-7,,107236-64-6027,107236-27173,14
8/6/2193,989-28-3705-007-2,,107236-68-6491,107236-27174,48
8/6/2193,989-28-3705-987-7,,107236-43-1971,107236-27175,23
8/6/2193,989-28-3705-007-2,,107236-95-5739,107236-27176,79
8/6/2193,989-28-3705-136-9,,107236-43-4163,107236-27177,80
8/6/2193,989-28-3705-007-2,,107236-19-7857,107236-27178,52
8/6/2193,989-28-3705-007-2,,107236-68-1422,107236-27179,97
8/6/2193,989-28-3705-987-7,,107236-4-3682,107236-27180,65
8/6/2193,989-28-3705-007-2,,107236-86-2416,107236-27181,100
8/6/2193,989-28-3705-007-2,,107236-7-1579,107236-27182,43
8/6/2193,989-28-3705-138-3,,107236-3-7958,107236-27183,45
8/6/2193,989-28-3705-007-2,,107236-54-8767,107236-27184,62
8/6/2193,989-28-3705-987-7,,107236-65-3958,107236-27185,50
8/6/2193,989-28-3705-138-3,,107236-13-4011,107236-27186,97
8/6/2193,989-28-3705-007-2,,107236-98-4527,107236-27187,91
8/6/2193,989-28-3705-649-4,,107236-56-1240,107236-27188,51
8/6/2193,989-28-3705-007-2,,107236-62-3532,107236-27189,11
8/6/2193,989-28-3705-987-7,,107236-38-7793,107236-27190,68
8/6/2193,989-28-3705-987-7,,107236-63-2536,107236-27191,39
8/6/2193,989-28-3705-987-7,,107236-22-7797,107236-27192,47
8/6/2193,989-28-3705-007-2,,107236-70-4485,107236-27193,42
8/6/2193,989-28-3705-007-2,,107236-74-3045,107236-27194,88
8/6/2193,989-28-3705-007-2,,107236-14-651,107236-27195,70
8/6/2193,989-28-3705-966-2,,107236-29-1218,107236-27196,87
8/6/2193,989-28-3705-592-3,,107236-63-3125,107236-27197,48
8/6/2193,989-28-3705-138-3,,107236-30-681,107236-27198,12
8/6/2193,989-28-79-04510-4,,107236-51-8496,107236-27199,58
8/6/2193,989-28-79-05638-4,,107236-86-393,107236-27200,50
8/6/2193,989-28-79-22871-2,,107236-20-3736,107236-27201,99
8/6/2193,989-28-79-45675-7,,107236-19-4569,107236-27202,81
8/6/2193,989-28-79-86624-2,,107236-95-1483,107236-27203,54
8/6/2193,989-28-79-11297-4,,107236-33-9798,107236-27204,62
8/6/2193,989-28-79-61125-5,,107236-44-6427,107236-27205,85
8/6/2193,989-28-79-52883-6,,107236-61-4166,107236-27206,91
8/6/2193,989-28-79-45675-7,,107236-9-6762,107236-27207,66
8/6/2193,989-28-79-30536-9,,107236-1-5658,107236-27208,46
8/6/2193,989-28-79-01991-4,,107236-73-3869,107236-27209,31
8/6/2193,989-28-79-45675-7,,107236-6-7948,107236-27210,83
8/6/2193,989-28-79-16826-1,,107236-69-7710,107236-27211,69
8/6/2193,989-28-79-01991-4,,107236-55-8687,107236-27212,78
8/6/2193,989-28-79-45675-7,,107236-41-1301,107236-27213,80
8/6/2193,989-28-79-45675-7,,107236-71-4877,107236-27214,89
8/6/2193,989-28-79-11297-4,,107236-72-5554,107236-27215,41
8/6/2193,989-28-79-45675-7,,107236-51-5648,107236-27216,31
8/6/2193,989-28-79-16826-1,,107236-26-886,107236-27217,82
8/6/2193,989-28-654-5018-9,,107236-39-6963,107236-27218,65
8/6/2193,989-28-654-0127-3,,107236-65-5842,107236-27219,16
8/6/2193,989-28-79-05670-4,,107236-5-5013,107236-27221,43
8/6/2193,989-28-79-82125-8,,107236-60-4732,107236-27222,75
8/6/2193,989-28-79-69807-2,,107236-26-1824,107236-27223,95
8/6/2193,989-28-79-13871-4,,107236-22-3928,107236-27224,85
8/6/2193,989-28-79-05670-4,,107236-3-3585,107236-27225,50
8/6/2193,989-28-79-82125-8,,107236-37-9718,107236-27226,57
8/6/2193,989-28-79-13871-4,,107236-96-3753,107236-27227,38
8/6/2193,989-28-79-13871-4,,107236-13-2189,107236-27228,50
8/6/2193,989-28-79-13871-4,,107236-19-7856,107236-27229,43
8/6/2193,989-28-79-13871-4,,107236-96-3752,107236-27230,84
8/6/2193,989-28-79-13871-4,,107236-68-2377,107236-27231,95
8/6/2193,989-28-79-82749-6,,107236-52-8480,107236-27232,68
8/6/2193,989-28-79-05670-4,,107236-66-933,107236-27233,12
8/6/2193,989-28-79-82125-8,,107236-37-9717,107236-27234,66
8/6/2193,989-28-79-69807-2,,107236-88-2683,107236-27235,12
8/6/2193,989-28-79-69807-2,,107236-83-6919,107236-27236,34
8/6/2193,989-28-79-82125-8,,107236-70-7289,107236-27237,100
8/6/2193,989-28-79-13871-4,,107236-22-3927,107236-27238,29
8/6/2193,989-28-79-05670-4,,107236-91-2774,107236-27239,84
8/6/2193,989-28-79-13871-4,,107236-68-2376,107236-27240,33
8/6/2193,989-28-79-05670-4,,107236-53-1979,107236-27241,86
8/6/2193,989-28-79-82125-8,,107236-70-7288,107236-27242,33
8/6/2193,989-28-79-69807-2,,107236-83-6918,107236-27243,19
8/6/2193,989-28-79-13871-4,,107236-19-7855,107236-27244,28
8/6/2193,989-28-79-05670-4,,107236-72-5274,107236-27245,53
8/6/2193,989-28-79-82125-8,,107236-60-4731,107236-27246,30
8/6/2193,989-28-79-69807-2,,107236-88-2682,107236-27247,43
8/6/2193,989-28-79-82749-6,,107236-33-1794,107236-27248,30
8/6/2193,989-28-79-13871-4,,107236-64-3164,107236-27249,68
8/6/2193,989-28-79-13871-4,,107236-13-2188,107236-27250,58
8/6/2193,989-28-654-6507-7,,107236-26-3831,107236-27251,66
8/6/2193,989-28-654-8573-0,,107236-82-1713,107236-27252,26
8/6/2193,989-28-654-0047-4,,107236-35-22,107236-27253,79
8/6/2193,989-28-654-0047-4,,107236-8-5349,107236-27254,41
8/6/2193,989-28-229-6632-6,,107236-52-9075,107236-27255,62
8/6/2193,989-28-229-3157-7,,107236-48-3453,107236-27256,11
8/6/2193,989-28-229-9769-6,,107236-2-7009,107236-27257,36
8/6/2193,989-28-229-3157-7,,107236-78-8561,107236-27258,43
8/6/2193,989-28-229-9769-6,,107236-92-3076,107236-27259,32
8/6/2193,989-28-229-6632-6,,107236-60-9067,107236-27260,21
8/6/2193,989-28-229-0197-6,,107236-33-5594,107236-27261,98
8/6/2193,989-28-229-5891-8,0.1,107236-3-8324,107236-27262,95
8/6/2193,989-28-229-9769-6,,107236-94-9004,107236-27263,86
8/6/2193,989-28-229-9769-6,,107236-23-8139,107236-27264,84
8/6/2193,989-28-229-6632-6,,107236-64-2959,107236-27265,20
8/6/2193,989-28-229-7592-2,,107236-79-9051,107236-27266,91
8/6/2193,989-28-229-7592-2,,107236-91-3320,107236-27267,24
8/6/2193,989-28-229-9769-6,,107236-59-6708,107236-27268,88
8/6/2193,989-28-229-7592-2,,107236-44-5188,107236-27269,32
8/6/2193,989-28-229-6632-6,,107236-13-1969,107236-27270,52
8/6/2193,989-28-229-0197-6,,107236-40-6637,107236-27271,59
8/6/2193,989-28-229-6632-6,,107236-68-4278,107236-27272,65
8/6/2193,989-28-229-7592-2,,107236-16-209,107236-27273,56
8/6/2193,989-28-229-0197-6,,107236-45-8608,107236-27274,87
8/6/2193,989-28-229-7592-2,,107236-54-4118,107236-27275,52
8/6/2193,989-28-229-9769-6,,107236-73-5968,107236-27276,93
8/6/2193,989-28-79-74374-1,,107236-32-9740,107236-27277,55
8/6/2193,989-28-79-71565-6,,107236-11-3749,107236-27278,33
8/6/2193,989-28-79-23023-4,,107236-48-3285,107236-27279,37
8/6/2193,989-28-79-74374-1,,107236-78-9182,107236-27280,66
8/6/2193,989-28-79-13801-1,,107236-76-3492,107236-27281,84
8/6/2193,989-28-79-51397-9,,107236-46-9905,107236-27282,30
8/6/2193,989-28-79-40897-8,,107236-74-262,107236-27284,69
8/6/2193,989-28-79-71565-6,,107236-4-7178,107236-27285,44
8/6/2193,989-28-79-13801-1,,107236-6-6835,107236-27286,56
8/6/2193,989-28-79-74374-1,,107236-9-3623,107236-27287,57
8/6/2193,989-28-79-13801-1,,107236-51-3529,107236-27288,79
8/6/2193,989-28-79-13801-1,,107236-35-354,107236-27289,88
8/6/2193,989-28-79-13801-1,,107236-36-1630,107236-27290,33
8/6/2193,989-28-79-13801-1,,107236-69-8193,107236-27291,76
8/6/2193,989-28-79-23023-4,,107236-88-1565,107236-27292,71
8/6/2193,989-28-79-23023-4,,107236-88-4163,107236-27293,27
8/6/2193,989-28-79-43574-5,,107236-22-7781,107236-27294,63
8/6/2193,989-28-79-13801-1,,107236-39-2151,107236-27295,41
8/6/2193,989-28-79-68089-3,0.05,107236-69-2414,107236-27296,44
8/6/2193,989-28-79-74374-1,,107236-58-2381,107236-27297,100
8/6/2193,989-28-79-13801-1,,107236-37-5746,107236-27298,85
8/6/2193,989-28-79-13801-1,,107236-72-353,107236-27299,65
8/6/2193,989-28-79-55752-2,,107236-99-3323,107236-27300,24
8/6/2193,989-28-79-13801-1,,107236-15-9720,107236-27301,11
8/6/2193,989-28-79-13801-1,,107236-34-353,107236-27302,53
8/6/2193,989-28-79-26824-4,,107236-16-9187,107236-27303,61
8/6/2193,989-28-79-13801-1,,107236-67-149,107236-27304,66
8/6/2193,989-28-79-74374-1,,107236-98-5048,107236-27305,76
8/6/2193,989-28-79-23023-4,,107236-24-9788,107236-27306,52
8/6/2193,989-28-79-23023-4,,107236-33-577,107236-27307,91
8/6/2193,989-28-79-74374-1,,107236-73-2360,107236-27308,56
8/6/2193,989-28-79-71565-6,,107236-16-3995,107236-27309,88
8/6/2193,989-28-79-74374-1,,107236-31-3962,107236-27310,17
8/6/2193,989-28-79-23023-4,,107236-89-45,107236-27311,13
8/6/2193,989-28-79-23023-4,,107236-51-7482,107236-27312,74
8/6/2193,989-28-79-13801-1,,107236-14-7425,107236-27313,36
8/6/2193,989-28-79-13801-1,,107236-22-2102,107236-27314,28
8/6/2193,989-28-79-69359-6,,107236-87-2504,107236-27315,25
8/6/2193,989-28-79-74374-1,,107236-62-1292,107236-27316,85
8/6/2193,989-28-79-74374-1,,107236-87-8157,107236-27317,88
8/6/2193,989-28-79-71565-6,,107236-25-9912,107236-27318,67
8/6/2193,989-28-79-68089-3,0.05,107236-7-2527,107236-27319,97
8/6/2193,989-28-79-82339-9,,107236-95-523,107236-27320,16
8/6/2193,989-28-79-74374-1,,107236-48-2328,107236-27321,15
8/6/2193,989-28-79-91028-0,,107236-18-6106,107236-27322,44
8/6/2193,989-28-79-71565-6,,107236-28-2888,107236-27323,91
8/6/2193,989-28-79-26824-4,,107236-70-3477,107236-27324,33
8/6/2193,989-28-79-91028-0,,107236-91-5118,107236-27325,68
8/6/2193,989-28-79-91028-0,,107236-71-279,107236-27326,79
8/6/2193,989-28-79-91028-0,,107236-35-8206,107236-27327,93
8/6/2193,989-28-79-51397-9,,107236-8-8763,107236-27328,86
8/6/2193,989-28-79-40897-8,,107236-41-5276,107236-27329,51
8/6/2193,989-28-79-74374-1,,107236-28-3248,107236-27330,54
8/6/2193,989-28-79-71565-6,,107236-1-1141,107236-27331,23
8/6/2193,989-28-79-74374-1,,107236-7-1156,107236-27332,37
8/6/2193,989-28-79-55824-6,,107236-24-4726,107236-27333,95
8/6/2193,989-28-79-23023-4,,107236-17-5943,107236-27334,91
8/6/2193,989-28-79-55824-6,,107236-66-3539,107236-27335,22
8/6/2193,989-28-79-23023-4,0.13,107236-42-4982,107236-27336,38
8/6/2193,989-28-79-74374-1,,107236-44-4151,107236-27337,20
8/6/2193,989-28-79-23023-4,,107236-51-6258,107236-27338,73
8/6/2193,989-28-79-40897-8,,107236-69-4625,107236-27339,13
8/6/2193,989-28-79-91028-0,,107236-72-8853,107236-27340,70
8/6/2193,989-28-79-91028-0,,107236-90-1319,107236-27341,21
8/6/2193,989-28-79-23023-4,,107236-77-8030,107236-27342,60
8/6/2193,989-28-79-13801-1,,107236-68-1484,107236-27343,26
8/6/2193,989-28-79-91028-0,,107236-9-6733,107236-27344,20
8/6/2193,989-28-79-74374-1,,107236-91-4092,107236-27345,71
8/6/2193,989-28-79-91028-0,,107236-95-7735,107236-27346,66
8/6/2193,989-28-79-23023-4,,107236-24-8427,107236-27347,70
8/6/2193,989-28-79-13801-1,,107236-58-9193,107236-27348,92
8/6/2193,989-28-79-13801-1,,107236-19-6587,107236-27349,14
8/6/2193,989-28-79-68089-3,0.05,107236-22-6168,107236-27350,65
8/6/2193,989-28-79-40897-8,,107236-34-6866,107236-27351,86
8/6/2193,989-28-79-13801-1,,107236-11-2418,107236-27352,90
8/6/2193,989-28-79-26824-4,,107236-76-2546,107236-27353,44
8/6/2193,989-28-79-74374-1,,107236-69-9692,107236-27354,77
8/6/2193,989-28-79-13801-1,,107236-95-6904,107236-27355,12
8/6/2193,989-28-79-26824-4,,107236-8-5772,107236-27356,60
8/6/2193,989-28-79-23023-4,,107236-73-6605,107236-27357,26
8/6/2193,989-28-79-23015-9,,107236-18-5813,107236-27358,48
8/6/2193,989-28-3705-222-9,,107236-82-231,107236-27359,31
8/6/2193,989-28-3705-222-9,,107236-30-5650,107236-27360,79
8/6/2193,989-28-3705-222-9,,107236-99-1897,107236-27361,59
8/6/2193,989-28-3705-222-9,,107236-63-9157,107236-27362,37
8/6/2193,989-28-3705-492-6,,107236-17-9019,107236-27363,25
8/6/2193,989-28-3705-492-6,,107236-19-5360,107236-27364,79
8/6/2193,989-28-3705-492-6,,107236-93-1576,107236-27365,45
8/6/2193,989-28-3705-222-9,,107236-38-2009,107236-27366,42
8/6/2193,989-28-3705-492-6,,107236-36-1778,107236-27367,34
8/6/2193,989-28-3705-222-9,,107236-84-3453,107236-27368,26
8/6/2193,989-28-3705-222-9,,107236-53-655,107236-27369,64
8/6/2193,989-28-79-03683-6,,107236-79-2899,107236-27370,13
8/6/2193,989-28-79-23015-9,,107236-72-1570,107236-27371,78
8/6/2193,989-28-3705-222-9,,107236-75-4958,107236-27372,14
8/6/2193,989-28-3705-649-4,,107236-27-8983,107236-27373,27
8/6/2193,989-28-3705-583-1,,107236-97-3225,107236-27373,19
8/6/2193,989-28-79-32105-5,,107236-2-8565,107236-27374,75
8/6/2193,989-28-3705-007-2,,107236-69-8648,107236-27374,17
8/6/2193,989-28-79-05638-4,,107236-23-8299,107236-27375,93
8/6/2193,989-28-79-61125-5,,107236-30-2599,107236-27375,87
8/6/2193,989-28-79-82749-6,,107236-33-1793,107236-27376,100
8/6/2193,989-28-79-82749-6,,107236-52-8479,107236-27376,56
8/6/2193,989-28-654-8573-0,,107236-10-4951,107236-27377,23
8/6/2193,989-28-79-13871-4,,107236-64-3163,107236-27377,37
8/6/2193,989-28-654-6930-3,,107236-15-2672,107236-27378,69
8/6/2193,989-28-229-7592-2,,107236-43-6853,107236-27378,40
8/6/2193,989-28-229-6632-6,0.13,107236-42-5154,107236-27379,21
8/6/2193,989-28-229-6632-6,,107236-17-6281,107236-27379,53
8/6/2193,989-28-229-5891-8,0.1,107236-60-3264,107236-27380,51
8/6/2193,989-28-79-55824-6,,107236-34-9901,107236-27380,34
8/6/2193,989-28-79-36485-4,,107236-38-8716,107236-27381,97
8/6/2193,989-28-79-13801-1,,107236-57-8655,107236-27381,84
8/6/2193,989-28-79-74374-1,,107236-62-8650,107236-27382,88
8/6/2193,989-28-79-91028-0,,107236-68-8794,107236-27382,57
8/6/2193,989-28-79-23023-4,,107236-21-5992,107236-27383,52
8/6/2193,989-28-79-23023-4,,107236-4-283,107236-27383,84
8/6/2193,989-28-79-23023-4,,107236-19-7675,107236-27384,82
8/6/2193,989-28-79-74374-1,,107236-80-1600,107236-27384,22
8/6/2193,989-28-79-23023-4,,107236-28-3388,107236-27385,52
8/6/2193,989-28-79-23023-4,,107236-51-8005,107236-27385,84
8/6/2193,989-28-79-68089-3,0.05,107236-61-4143,107236-27386,66
8/6/2193,989-28-79-43574-5,,107236-60-8368,107236-27386,92
8/6/2193,989-28-79-68089-3,0.05,107236-55-8265,107236-27387,43
8/6/2193,989-28-79-74374-1,,107236-99-5081,107236-27387,81
8/6/2193,989-28-79-91028-0,,107236-20-2612,107236-27388,44
8/6/2193,989-28-79-74374-1,,107236-30-7961,107236-27388,43
8/6/2193,989-28-79-68089-3,0.05,107236-91-8000,107236-27389,46
8/6/2193,989-28-79-26824-4,,107236-97-8698,107236-27389,64
8/6/2193,989-28-3705-492-6,,107236-74-9402,107236-27390,58
8/6/2193,989-28-3705-222-9,,107236-80-2262,107236-27390,65
8/6/2193,989-28-3705-222-9,,107236-84-1247,107236-27391,47
8/6/2193,989-28-3705-492-6,,107236-97-3142,107236-27391,76
8/6/2193,989-28-3705-222-9,,107236-83-4534,107236-27392,98
8/6/2193,989-28-3705-987-7,,107236-97-8230,107236-27392,61
8/6/2193,989-28-79-74374-1,,107236-18-2923,107236-27393,16
8/6/2193,989-28-3705-222-9,,107236-41-2546,107236-27393,31
8/6/2193,989-28-79-11297-4,,107236-7-2794,107236-27393,62
8/6/2193,989-28-79-71565-6,,107236-19-2648,107236-27394,44
8/6/2193,989-28-79-23023-4,,107236-33-586,107236-27394,67
8/6/2193,989-28-79-74374-1,,107236-65-7886,107236-27394,100
8/6/2193,989-28-79-03683-6,,107236-67-2796,107236-27395,10
8/6/2193,989-28-79-23023-4,,107236-94-128,107236-27395,14
8/6/2193,989-28-79-69807-2,,107236-26-1823,107236-27396,32
8/6/2193,989-28-79-23023-4,,107236-51-7721,107236-27396,38
8/6/2193,989-28-79-03683-6,,107236-75-1021,107236-27396,13
8/6/2193,989-28-79-16533-8,,107236-28-6156,107236-27397,21
8/6/2193,989-28-79-13801-1,,107236-61-5202,107236-27397,100
8/6/2193,989-28-79-74374-1,,107236-65-936,107236-27397,55
8/7/2193,989-28-654-5018-9,0.15,107237-1-9828,107236-27636,25
8/7/2193,989-28-3705-007-2,,107237-76-7444,107237-27398,77
8/7/2193,989-28-3705-987-7,,107237-93-6788,107237-27399,39
8/7/2193,989-28-3705-592-3,,107237-90-3938,107237-27400,38
8/7/2193,989-28-3705-987-7,,107237-36-2640,107237-27401,98
8/7/2193,989-28-3705-987-7,,107237-66-739,107237-27402,51
8/7/2193,989-28-3705-649-4,,107237-23-8188,107237-27403,88
8/7/2193,989-28-3705-369-1,,107237-90-9077,107237-27404,69
8/7/2193,989-28-3705-007-2,,107237-17-3058,107237-27405,66
8/7/2193,989-28-3705-649-4,,107237-23-4298,107237-27406,52
8/7/2193,989-28-3705-054-6,,107237-29-3328,107237-27407,89
8/7/2193,989-28-3705-007-2,,107237-55-531,107237-27408,23
8/7/2193,989-28-3705-054-6,,107237-61-6294,107237-27409,73
8/7/2193,989-28-3705-987-7,,107237-96-733,107237-27410,38
8/7/2193,989-28-3705-007-2,,107237-98-7929,107237-27411,31
8/7/2193,989-28-3705-054-6,,107237-14-2809,107237-27412,13
8/7/2193,989-28-3705-007-2,,107237-21-2712,107237-27413,83
8/7/2193,989-28-3705-007-2,,107237-81-4646,107237-27414,82
8/7/2193,989-28-3705-987-7,,107237-98-8849,107237-27415,78
8/7/2193,989-28-3705-007-2,,107237-65-3559,107237-27416,18
8/7/2193,989-28-3705-007-2,,107237-69-4235,107237-27417,26
8/7/2193,989-28-3705-007-2,,107237-8-5400,107237-27418,66
8/7/2193,989-28-3705-987-7,,107237-28-916,107237-27419,28
8/7/2193,989-28-3705-007-2,,107237-77-1430,107237-27420,43
8/7/2193,989-28-3705-007-2,,107237-89-9671,107237-27421,28
8/7/2193,989-28-3705-054-6,,107237-77-5240,107237-27422,52
8/7/2193,989-28-3705-987-7,,107237-48-2311,107237-27423,60
8/7/2193,989-28-79-45675-7,,107237-1-3131,107237-27424,31
8/7/2193,989-28-79-04510-4,,107237-60-5689,107237-27425,12
8/7/2193,989-28-79-18127-7,,107237-28-9967,107237-27426,22
8/7/2193,989-28-79-11297-4,,107237-49-3008,107237-27427,99
8/7/2193,989-28-79-30536-9,,107237-40-5267,107237-27428,74
8/7/2193,989-28-79-61125-5,,107237-63-7389,107237-27429,90
8/7/2193,989-28-79-21991-8,,107237-56-4314,107237-27430,68
8/7/2193,989-28-79-18127-7,,107237-53-3703,107237-27431,71
8/7/2193,989-28-79-30536-9,,107237-55-8909,107237-27432,88
8/7/2193,989-28-79-82197-5,,107237-11-6202,107237-27433,57
8/7/2193,989-28-79-86624-2,,107237-24-673,107237-27434,24
8/7/2193,989-28-79-04510-4,,107237-89-6038,107237-27435,28
8/7/2193,989-28-79-32105-5,,107237-88-3696,107237-27436,23
8/7/2193,989-28-79-21991-8,,107237-54-1324,107237-27437,92
8/7/2193,989-28-79-82197-5,,107237-19-4642,107237-27438,62
8/7/2193,989-28-79-22871-2,,107237-26-3606,107237-27439,53
8/7/2193,989-28-79-69807-2,,107237-33-5952,107237-27440,98
8/7/2193,989-28-79-82125-8,,107237-10-371,107237-27441,64
8/7/2193,989-28-79-69807-2,,107237-34-7798,107237-27442,68
8/7/2193,989-28-79-13871-4,,107237-6-6026,107237-27443,39
8/7/2193,989-28-79-82125-8,,107237-4-647,107237-27444,50
8/7/2193,989-28-79-13871-4,,107237-93-6142,107237-27445,85
8/7/2193,989-28-79-05670-4,,107237-32-6544,107237-27446,79
8/7/2193,989-28-79-82125-8,,107237-20-3140,107237-27447,48
8/7/2193,989-28-79-82125-8,,107237-40-4283,107237-27448,79
8/7/2193,989-28-79-82125-8,,107237-4-646,107237-27449,70
8/7/2193,989-28-79-69807-2,,107237-34-7797,107237-27450,88
8/7/2193,989-28-79-05670-4,,107237-64-8942,107237-27451,84
8/7/2193,989-28-79-82125-8,,107237-46-2458,107237-27452,46
8/7/2193,989-28-79-82125-8,,107237-46-2457,107237-27453,85
8/7/2193,989-28-79-69807-2,,107237-84-6104,107237-27454,61
8/7/2193,989-28-79-69807-2,,107237-70-4446,107237-27455,77
8/7/2193,989-28-79-82125-8,,107237-20-3139,107237-27456,52
8/7/2193,989-28-79-69807-2,,107237-22-5587,107237-27457,24
8/7/2193,989-28-79-69807-2,,107237-99-4495,107237-27458,39
8/7/2193,989-28-79-82749-6,,107237-77-9775,107237-27459,57
8/7/2193,989-28-79-69807-2,,107237-84-6103,107237-27460,93
8/7/2193,989-28-79-82749-6,,107237-98-8825,107237-27461,14
8/7/2193,989-28-79-13871-4,,107237-6-6025,107237-27462,52
8/7/2193,989-28-79-69807-2,,107237-33-5951,107237-27463,17
8/7/2193,989-28-79-13871-4,,107237-24-6317,107237-27464,83
8/7/2193,989-28-79-69807-2,,107237-70-4445,107237-27465,26
8/7/2193,989-28-79-82125-8,,107237-40-4282,107237-27466,82
8/7/2193,989-28-79-69807-2,,107237-30-3227,107237-27467,66
8/7/2193,989-28-79-82749-6,,107237-98-8824,107237-27468,17
8/7/2193,989-28-79-82749-6,,107237-77-9774,107237-27469,27
8/7/2193,989-28-79-69807-2,,107237-22-5586,107237-27470,44
8/7/2193,989-28-79-05670-4,,107237-39-993,107237-27471,52
8/7/2193,989-28-79-05670-4,,107237-95-3848,107237-27472,17
8/7/2193,989-28-79-05670-4,,107237-38-8411,107237-27473,87
8/7/2193,989-28-79-82749-6,,107237-16-765,107237-27474,23
8/7/2193,989-28-79-13871-4,,107237-55-8466,107237-27475,89
8/7/2193,989-28-79-05670-4,,107237-97-2916,107237-27476,64
8/7/2193,989-28-79-82125-8,,107237-10-370,107237-27477,29
8/7/2193,989-28-79-05670-4,,107237-19-9630,107237-27478,35
8/7/2193,989-28-79-82749-6,,107237-16-764,107237-27479,65
8/7/2193,989-28-79-05670-4,,107237-58-9019,107237-27480,86
8/7/2193,989-28-79-82749-6,,107237-63-533,107237-27481,49
8/7/2193,989-28-79-82749-6,,107237-63-532,107237-27482,25
8/7/2193,989-28-79-69807-2,,107237-53-1955,107237-27483,37
8/7/2193,989-28-79-13871-4,,107237-93-6141,107237-27484,73
8/7/2193,989-28-79-69807-2,,107237-99-4494,107237-27485,53
8/7/2193,989-28-654-5794-2,,107237-93-2011,107237-27486,100
8/7/2193,989-28-654-5794-2,,107237-93-2010,107237-27487,46
8/7/2193,989-28-654-6033-1,,107237-59-6299,107237-27488,12
8/7/2193,989-28-654-6033-1,,107237-17-9000,107237-27489,59
8/7/2193,989-28-654-6033-1,,107237-39-4648,107237-27490,48
8/7/2193,989-28-229-5891-8,0.1,107237-85-1941,107237-27491,19
8/7/2193,989-28-229-6632-6,0.13,107237-42-607,107237-27492,48
8/7/2193,989-28-229-9769-6,,107237-44-3472,107237-27493,58
8/7/2193,989-28-229-0197-6,,107237-82-7250,107237-27494,42
8/7/2193,989-28-229-6632-6,,107237-53-2352,107237-27495,16
8/7/2193,989-28-229-1404-4,,107237-46-8191,107237-27496,65
8/7/2193,989-28-229-9769-6,,107237-64-7012,107237-27497,89
8/7/2193,989-28-229-9769-6,,107237-59-9294,107237-27498,65
8/7/2193,989-28-229-7592-2,,107237-72-4178,107237-27499,90
8/7/2193,989-28-229-6632-6,,107237-26-3077,107237-27500,86
8/7/2193,989-28-229-6632-6,,107237-39-6947,107237-27501,76
8/7/2193,989-28-229-6632-6,,107237-59-6594,107237-27502,93
8/7/2193,989-28-229-7592-2,,107237-26-7016,107237-27503,49
8/7/2193,989-28-229-5891-8,0.1,107237-90-2452,107237-27504,22
8/7/2193,989-28-229-9769-6,,107237-6-7897,107237-27505,32
8/7/2193,989-28-229-9769-6,,107237-90-2882,107237-27506,85
8/7/2193,989-28-229-6632-6,,107237-74-531,107237-27507,68
8/7/2193,989-28-229-5891-8,0.1,107237-17-3877,107237-27508,93
8/7/2193,989-28-229-9769-6,,107237-26-3376,107237-27509,22
